Date,Open,High,Low,Close,Volume
1962-01-02,0.05794143304228783,0.059885952750607895,0.05794143304228783,0.05794143304228783,841958
1962-01-03,0.05794142187400737,0.05891367921751208,0.05794142187400737,0.058719102293252945,801865
1962-01-04,0.058719102293252945,0.05891367921751208,0.058330575722525646,0.058719102293252945,962238
1962-01-05,0.05871912700172863,0.05910828101399938,0.05852517262714407,0.058913704007864,962238
1962-01-08,0.05891367921751208,0.05969136428325981,0.057552890656777926,0.058719102293252945,1282984
1962-01-09,0.0587191025269182,0.059885941445827484,0.05833057595464481,0.059885941445827484,641492
1962-01-10,0.059885950104054016,0.06085820759199532,0.059885950104054016,0.06046905368566513,681585
1962-01-11,0.060469047681454474,0.06260814404460568,0.06027509337892919,0.06221899017691612,2004663
1962-01-12,0.062218977961456014,0.06241355485709949,0.05949740124023935,0.06027508154511452,2004663
1962-01-15,0.06027508154511452,0.060663612705204206,0.059885932400329044,0.06027508154511452,641492
1962-01-16,0.059885941207518945,0.059885941207518945,0.058330575722525646,0.058719102293252945,360839
1962-01-17,0.05871910441382481,0.05871910441382481,0.05677521228790283,0.05677521228790283,400933
1962-01-18,0.05716374782664035,0.058330586965815986,0.05716374782664035,0.05794143304228783,320746
1962-01-19,0.05833057318302271,0.05910825356841088,0.05833057318302271,0.05910825356841087,441026
1962-01-22,0.05949740986436385,0.06008051335811616,0.05949740986436385,0.06008051335811615,360839
1962-01-23,0.06008051372435874,0.06144130693701016,0.05949741022705192,0.059885941445827484,1202798
1962-01-24,0.059885938600300996,0.059885938600300996,0.05833057318302271,0.05910825356841087,360839
1962-01-25,0.05910827617615223,0.059302853166362024,0.05833059549331665,0.05833059549331665,160373
1962-01-26,0.058330586965815986,0.059108267534960415,0.05794143304228783,0.05794143304228783,360839
1962-01-29,0.05794143304228783,0.058719113611432255,0.05794143304228783,0.05794143304228783,240560
1962-01-30,0.05794144151289707,0.05852516783702272,0.057552910163977344,0.05833059549331665,681585
1962-01-31,0.05833059549331665,0.05852516783702272,0.05794144151289707,0.05833059549331665,320746
1962-02-01,0.05833057318302271,0.060080510869587,0.05833057318302271,0.05910825356841087,1282984
1962-02-02,0.05910825356841088,0.059885938600300996,0.05910825356841088,0.05910825356841087,641492
1962-02-05,0.05910825356841088,0.05969136168451304,0.05910825356841088,0.05910825356841087,400933
1962-02-06,0.05910825614177122,0.05949740999028949,0.058719102293252945,0.058719102293252945,240560
1962-02-07,0.05910826953333534,0.05988595477527536,0.05910826953333534,0.059497423470020294,1403264
1962-02-08,0.060275091789558574,0.06163588038144855,0.060275091789558574,0.061052776873111725,2084849
1962-02-09,0.06124736658804941,0.061830470218117085,0.06124736658804941,0.061441320925951004,1042425
1962-02-12,0.061441320925951004,0.06163589324878243,0.061052789618714756,0.061441320925951004,641492
1962-02-13,0.061441320925951004,0.061441320925951004,0.060663635680045444,0.061441320925951004,641492
1962-02-14,0.06124733384212404,0.06124733384212404,0.060663603246212006,0.060663603246212006,200466
1962-02-15,0.060858199944397666,0.06124735380182578,0.060858199944397666,0.061052776873111725,481119
1962-02-16,0.061441309719358884,0.06319125221482054,0.061441309719358884,0.06221899017691612,3728673
1962-02-19,0.06221897587150371,0.06221897587150371,0.061247341334819794,0.061247341334819794,841958
